Name,Due Date,Priority,Status,URL,Description,Project,Created,Edited,Resources,Area,Daily Highlight,Energy,Goal,Notes,Parent Task,Sub-task,Contexts,Event
Nível 0 - Boas-vindas ao Explorer,"September 4, 2023",,Completed,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:09 PM","September 13, 2023 3:32 PM",,,No,,,,,,,
Nível 1 - Land 01 - Início da missão,"September 4, 2023",,Completed,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:09 PM","September 13, 2023 3:32 PM",,,No,,,,,,,
Nível 1 - Feedback,"September 4, 2023",,Completed,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:15 PM","September 13, 2023 3:33 PM",,,No,,,,,,,
Nível 2 - Land 02 - Objetivos e Planejamento,"September 4, 2023",,Completed,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:15 PM","September 20, 2023 11:18 AM",,,No,,,,,,,
Nivel 2 - Introdução ao HTML e CSS,"September 20, 2023",,Next Action,https://app.rocketseat.com.br/node/stage-02,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:17 PM","September 20, 2023 11:20 AM",,,Yes,,,,,,,
Nível 2 - Feedback,"September 20, 2023",,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:21 PM","September 20, 2023 11:20 AM",,,No,,,,,,,
"Nível 3 - Land 03 - Aprendizado, Estudos e Técnicas","September 20, 2023",,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:20 PM","September 20, 2023 11:12 AM",,,No,,,,,,,
Nível 3 - Stage 03 - Avançando no HTML e CSS,"September 22, 2023",,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:21 PM","September 20, 2023 11:20 AM",,,No,,,,,,,
Nível 3 - Feedback,"September 22, 2023",,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:21 PM","September 20, 2023 11:20 AM",,,No,,,,,,,
Nível 4 - Land 04 - Mentalidade,"September 22, 2023",,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:22 PM","September 20, 2023 11:20 AM",,,No,,,,,,,
Nível 4 - Stage 04 - Introdução aos conceitos JavaScript,"September 24, 2023",,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:22 PM","September 20, 2023 11:20 AM",,,No,,,,,,,
"Nível 4 - Stage 04 - Introdução à programação, lógica e algoritmos com JavaScript",,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:23 PM","September 13, 2023 3:23 PM",,,No,,,,,,,
Nível 4 - Feedback,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:23 PM","September 13, 2023 3:23 PM",,,No,,,,,,,
Nível 5 - Stage 05 - Avançando no JavaScript,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:24 PM","September 13, 2023 3:24 PM",,,No,,,,,,,
Nível 5 - Feedback,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:24 PM","September 13, 2023 3:24 PM",,,No,,,,,,,
Nível 06 - Land 06 - Marca Pessoal no LinkedIn,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:24 PM","September 13, 2023 3:25 PM",,,No,,,,,,,
Nível 06 - Stage 06 - JavaScript antes do framework,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:25 PM","September 13, 2023 3:25 PM",,,No,,,,,,,
Nível 06 - Feedback,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:25 PM","September 13, 2023 3:25 PM",,,No,,,,,,,
Nível 7 - Land 07 - Encontrando soluções,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:25 PM","September 13, 2023 3:26 PM",,,No,,,,,,,
Nível 7 - Stage 07 - Git & Github,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:26 PM","September 13, 2023 3:26 PM",,,No,,,,,,,
Nível 7 - Feedback,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:26 PM","September 13, 2023 3:26 PM",,,No,,,,,,,
Nível 8 - Land 08 - Inglês,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:26 PM","September 13, 2023 3:26 PM",,,No,,,,,,,
Nível 8 - Stage 08 - Backend,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:26 PM","September 13, 2023 3:27 PM",,,No,,,,,,,
Nível 8 - Feedback,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:27 PM","September 13, 2023 3:27 PM",,,No,,,,,,,
Nível 9 - Land 09 - Projetos Pessoais,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:27 PM","September 13, 2023 3:27 PM",,,No,,,,,,,
Nível 9 - Stage 09 - Frontend,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:27 PM","September 13, 2023 3:27 PM",,,No,,,,,,,
Nível 9 - Feedback,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:27 PM","September 13, 2023 3:27 PM",,,No,,,,,,,
Nível 10 - Land 10 - Emprego,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:27 PM","September 13, 2023 3:28 PM",,,No,,,,,,,
Nível 10 - Stage 10 - API Restful,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:28 PM","September 13, 2023 3:28 PM",,,No,,,,,,,
Nível 10 - Feedback,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:28 PM","September 13, 2023 3:28 PM",,,No,,,,,,,
Nível 11 - Stage 11 - Deploy,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:28 PM","September 13, 2023 3:28 PM",,,No,,,,,,,
Nível 11 - Stage 11 - Testes Automatizados,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:29 PM","September 13, 2023 3:29 PM",,,No,,,,,,,
Nível 11 - Feedback,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:29 PM","September 13, 2023 3:29 PM",,,No,,,,,,,
Conteúdo Extra: Autenticação e Autorização,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:29 PM","September 13, 2023 3:29 PM",,,No,,,,,,,
Desafio Final,,,Next Action,,,Course Explorer (https://www.notion.so/Course-Explorer-3b616ff86e6b4f3fa0141a5c97e93889?pvs=21),"September 13, 2023 3:30 PM","September 13, 2023 3:30 PM",,,No,,,,,,,
A1_Grammar_01 | Present Simple,"July 30, 2023",,Completed,https://youtu.be/Z19NAX_gWxI,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 11:52 AM","September 13, 2023 1:23 PM",Simple Present (https://www.notion.so/Simple-Present-a7f6893d49434a6cb80cbd198e0dc608?pvs=21),Language Learning (https://www.notion.so/Language-Learning-fb31ebaf7b814ffd9b603d3ac7b81c64?pvs=21),No,,,,,,,
A1_Grammar_02 | Pronouns,,,Completed,https://youtu.be/1_6-iVACkLA,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 11:59 AM","September 13, 2023 1:25 PM",,,No,,,,,,,
A1_Grammar_03 | Articles,,,Completed,https://youtu.be/3zJQoQLCeNo,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:00 PM","September 13, 2023 1:25 PM",,,No,,,,,,,
A1_Grammar_06 | Conjunctions / Linkers,"September 6, 2023",,Completed,https://youtu.be/Yo1XSo995iU,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:00 PM","September 13, 2023 1:25 PM",,,No,,,,,,,
A1_Grammar_07 | Irregular Plurals,"September 6, 2023",,Completed,https://youtu.be/_MSrkgwSgS0,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:01 PM","September 13, 2023 1:26 PM",,,No,,,,,,,
A1_Vocabulary_01 | Numbers (cardinal/ordinal),"August 3, 2023",,Completed,https://youtu.be/bhgzqbv9Rxk,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:02 PM","September 13, 2023 1:29 PM",,,No,,,,,,,
A1_Vocabulary_03 | Countries and Nationalities,,,Completed,https://youtu.be/ZwSmUux1ZSg,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:03 PM","September 13, 2023 1:27 PM",,,No,,,,,,,
A1_Vocabulary_05 | How to say the time,,,Completed,https://youtu.be/-fCcdzHj7fg,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:03 PM","September 13, 2023 1:30 PM",,,No,,,,,,,
"A1_Vocabulary_06 | Days, dates, months, years and seasons","September 5, 2023",,Completed,https://youtu.be/QlhY9yQCI98,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:03 PM","September 13, 2023 1:27 PM",,,No,,,,,,,
A1_Vocabulary_07 | Shops and places,"September 6, 2023",,Completed,https://youtu.be/hpX8UkieizY,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:04 PM","September 13, 2023 1:30 PM",,,No,,,,,,,
A1_Topics_01 | Greeting and intruducing,"August 3, 2023",,Completed,https://youtu.be/ZL74qIBAPek,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:05 PM","September 13, 2023 1:29 PM",,,No,,,,,,,
A1_Topics_02 | Buying and asking prices,,,Completed,https://youtu.be/ug-xjtExqKA,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:05 PM","September 13, 2023 1:27 PM",,,No,,,,,,,
A1_Topics_03 | Asking about personal information,"September 5, 2023",,Completed,https://youtu.be/gSq_4EVrJsE,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:05 PM","September 13, 2023 1:27 PM",,,No,,,,,,,
A1_Topics_04 | Describing people and objects,"September 5, 2023",,Completed,https://youtu.be/hsAt_SUspDI,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:06 PM","September 13, 2023 1:29 PM",,,No,,,,,,,
A1_Topics_06 | Talking about frequency and time duration,"September 6, 2023",,Completed,https://youtu.be/vAHD0rqlj8I,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:06 PM","September 13, 2023 1:30 PM",,,No,,,,,,,
A1_Grammar_05 | Prepositions of time,"September 5, 2023",,Completed,https://youtu.be/n3JaBrsistk,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"June 16, 2023 12:25 PM","September 13, 2023 1:25 PM",,,No,,,,,,,
Finalizar Ultima Lição,,,Eliminated,https://build.w3d.community/,Estou aguardando retorna da comunidade para conseguir identificar qual problema esta ocorrendo para que eu consiga finalizar a atividade,BootCamp - Web3Dev (https://www.notion.so/BootCamp-Web3Dev-a1b71238d2e64e5293341fc9fe134166?pvs=21),"June 23, 2023 1:08 PM","September 4, 2023 2:37 PM",,,No,,,,,,,
Pay second part to Oswaldo,"July 31, 2023",,Completed,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"July 29, 2023 5:27 PM","August 29, 2023 9:55 AM",,,No,,,,,,,
Receive translations documents,"August 3, 2023",,Completed,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"July 29, 2023 5:28 PM","August 29, 2023 9:55 AM",,,No,,,,,,,
Pay first part to Oswaldo,"July 28, 2023",,Completed,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"July 29, 2023 5:29 PM","August 29, 2023 9:55 AM",,,No,,,,,,,
Study Questions,"July 29, 2023",,Completed,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"July 29, 2023 5:31 PM","August 29, 2023 9:55 AM",Questions Alberta Driver License  (https://www.notion.so/Questions-Alberta-Driver-License-ae59bc06973347af83a1ad9dce655f25?pvs=21),,No,,,,,,,
Study Questions,"July 30, 2023",,Completed,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"July 29, 2023 5:32 PM","August 29, 2023 9:55 AM",Questions Alberta Driver License  (https://www.notion.so/Questions-Alberta-Driver-License-ae59bc06973347af83a1ad9dce655f25?pvs=21),,No,,,,,,,
Do theory test,"August 4, 2023",,Completed,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"July 29, 2023 5:32 PM","September 4, 2023 2:39 PM","GDL Exemption Process (https://www.notion.so/GDL-Exemption-Process-484326df367e46d084e8aa23fdf27226?pvs=21), TLC - The License Company (https://www.notion.so/TLC-The-License-Company-0a7047108c3e423c9a275568cc5d0a7a?pvs=21)",,No,,,,,,,
Study Questions,"August 3, 2023",,Completed,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"July 29, 2023 5:40 PM","August 29, 2023 9:55 AM",Questions Alberta Driver License  (https://www.notion.so/Questions-Alberta-Driver-License-ae59bc06973347af83a1ad9dce655f25?pvs=21),,No,,,,,,,
Verificar como funciona prova pratica,"September 5, 2023",,Completed,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"September 4, 2023 2:39 PM","September 5, 2023 10:39 AM",,,No,,,,,,,
https://www.linkedin.com/learning/programming-foundations-beyond-the-fundamentals?contextUrn=urn%3Ali%3AlyndaLearningPath%3A62f55081498ea51c77208c51,"September 15, 2023",,Next Action,,,LinkedIN Learning (https://www.notion.so/LinkedIN-Learning-046d9e6a26164541b9f9fb7e882f2eb7?pvs=21),"September 13, 2023 12:05 PM","September 13, 2023 10:30 PM",,,No,,,,,,,
https://www.linkedin.com/learning/programming-foundations-fundamentals-3?contextUrn=urn%3Ali%3AlyndaLearningPath%3A62f55081498ea51c77208c51,"September 14, 2023",,Next Action,,,LinkedIN Learning (https://www.notion.so/LinkedIN-Learning-046d9e6a26164541b9f9fb7e882f2eb7?pvs=21),"September 13, 2023 12:06 PM","September 13, 2023 10:30 PM",,,No,,,,,,,
Agendar novo teste prático,"September 14, 2023",,Next Action,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"September 13, 2023 12:17 PM","September 13, 2023 11:28 PM",Alberta Road Test (https://www.notion.so/Alberta-Road-Test-8378b4d96ddd4859a7fd1cee5c0bc282?pvs=21),,No,,,,,,,
Estudar livro,,,Waiting,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"September 13, 2023 12:17 PM","September 13, 2023 12:17 PM",,,No,,,,,,,
Fazer novo teste,,,Waiting,,,Alberta License Driver (https://www.notion.so/Alberta-License-Driver-e9b2152c9c6d4b7a86250b487a924c34?pvs=21),"September 13, 2023 12:17 PM","September 13, 2023 12:17 PM",,,No,,,,,,,
A1_Grammar_04 | Prepositions of place,"September 14, 2023",,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:32 PM","September 13, 2023 11:27 PM",,,No,,,,,,,
A1_Grammar_08 | Possessive,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:32 PM","September 13, 2023 1:32 PM",,,No,,,,,,,
New Task,,,Inbox,,,,"September 13, 2023 1:32 PM","September 13, 2023 1:32 PM",,,No,,,,,,,
A1_Grammar_09 | Adjectives,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:33 PM","September 13, 2023 1:33 PM",,,No,,,,,,,
A1_Grammar_10 | Too / Very,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:33 PM","September 13, 2023 1:33 PM",,,No,,,,,,,
A1_Grammar_11 | Can (ability/possibility),,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:33 PM","September 13, 2023 1:33 PM",,,No,,,,,,,
A1_Grammar_12 | Short form answers,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:33 PM","September 13, 2023 1:33 PM",,,No,,,,,,,
A1_Grammar_13 | Going to (future plans),,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:33 PM","September 13, 2023 1:33 PM",,,No,,,,,,,
A1_Grammar_14 | Will (offers),,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:33 PM","September 13, 2023 1:33 PM",,,No,,,,,,,
A1_Grammar_15 | Adverbs of Frequency,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:34 PM","September 13, 2023 1:34 PM",,,No,,,,,,,
A1_Grammar_16 | Imperatives,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:34 PM","September 13, 2023 1:34 PM",,,No,,,,,,,
A1_Grammar_17 | Past Simple,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:34 PM","September 13, 2023 1:34 PM",,,No,,,,,,,
A1_Grammar_18 | Present Continuous,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:34 PM","September 13, 2023 1:34 PM",,,No,,,,,,,
A1_Grammar_19 | Comparatives,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:34 PM","September 13, 2023 1:34 PM",,,No,,,,,,,
A1_Grammar_20 | Superlatives,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:34 PM","September 13, 2023 1:34 PM",,,No,,,,,,,
A1_Grammar_21 | Irregular Adverbs,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:34 PM","September 13, 2023 1:34 PM",,,No,,,,,,,
A1_Topics_05 | Talking about routines,"September 14, 2023",,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:34 PM","September 13, 2023 11:27 PM",,,No,,,,,,,
A1_Topics_07 | Talking about likes and dislikes,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:35 PM","September 13, 2023 1:35 PM",,,No,,,,,,,
A1_Topics_08 | Giving opinions,,,Next Action,,,3 month english (https://www.notion.so/3-month-english-f10cfae8ca5046898ea8c4bd47b5762b?pvs=21),"September 13, 2023 1:35 PM","September 13, 2023 1:35 PM",,,No,,,,,,,
